   5.0462363e+00   3.8610672e+00
   1.0486823e+00   6.2845509e+00
   9.5706173e+00   9.3909751e+00
   5.7721666e-01   9.2167641e+00
   7.1988280e+00   2.7167599e+00
   8.0262931e+00   7.3091307e+00
   2.5890556e+00   4.3618196e+00
   4.9862922e+00   5.9334673e+00
   7.0104786e+00   9.1684891e-01
   7.2526231e+00   7.5873799e+00
   1.6199484e+00   1.7848249e+00
   1.9643493e-02   2.3988553e-01
   2.4955159e+00   2.3597215e+00
   9.1905637e+00   7.6987652e+00
   8.0870422e+00   5.7687926e+00
   9.4476671e+00   9.1552451e+00
   9.5244773e+00   4.3475048e+00
   3.0983735e+00   7.6682081e+00
   3.5211441e+00   3.0629414e+00
   2.8955414e+00   2.2301061e+00
   9.3970336e+00   2.1436661e+00
   4.7421729e+00   1.8532465e+00
   5.5223696e+00   6.5749047e+00
   5.1990735e+00   9.5408114e+00
   3.5812866e+00   2.8900185e-01
   5.2446761e+00   3.2013003e+00
   8.0857819e+00   6.8487546e+00
   5.6745739e+00   7.0127261e-01
   3.1619345e+00   8.4678376e+00
   7.5858784e+00   5.6057405e+00
   9.7508002e+00   7.3034611e+00
   2.5791205e+00   2.3811185e+00
   4.4877588e+00   1.4127734e+00
   5.1093852e+00   8.2383678e+00
   4.7537753e+00   3.2395919e+00
   5.5608111e+00   4.1422326e+00
   2.7557458e+00   3.5405633e-01
   3.2028218e+00   4.4043768e+00
   4.8387424e+00   7.5799856e+00
   1.4367184e-01   3.1367316e+00
   4.3973586e-01   9.8245363e+00
   4.5983434e+00   7.9035405e+00
   5.9958275e+00   1.8497657e-01
   3.4854201e-02   8.5933619e+00
   4.6878665e+00   4.3770803e+00
   4.6698516e+00   5.1058262e+00
   2.2090657e-01   3.2957510e+00
   1.6497728e+00   3.6919775e+00
   5.4564341e+00   3.3754256e+00
   4.9119029e+00   3.8658322e+00
   8.6381589e+00   3.2461548e+00
   2.1975537e+00   6.7642858e+00
   2.7993781e+00   7.4902948e+00
   6.6859023e+00   5.9484326e-01
   5.1248104e+00   3.3985285e+00
   9.3163899e+00   4.1997285e+00
   2.7767482e+00   9.5008718e+00
   9.3644795e+00   4.9034758e+00
   9.6115039e+00   2.3425586e+00
   7.5541073e+00   4.9216756e-01
   6.4426825e+00   4.8583425e+00
   6.4388365e+00   7.0286850e+00
   8.1058992e+00   8.8435476e+00
   7.3421448e+00   6.8617970e+00
   2.4800889e+00   9.5507179e+00
   1.6206376e+00   3.8141116e+00
   7.2174220e+00   5.2936784e+00
   5.6745820e-01   8.6782001e+00
   9.5068727e+00   8.7965811e+00
   5.4694270e+00   3.3613599e+00
   1.7659833e+00   8.5800908e+00
   6.0448443e+00   4.2207514e+00
   7.2693837e+00   8.8992549e+00
   1.9072398e+00   7.3118358e-01
   2.6967006e-01   8.9298855e-01
   9.3555683e+00   5.6974267e+00
   5.4401115e+00   6.9912604e+00
   3.0592388e+00   8.5190235e+00
   2.9770827e+00   3.3711629e+00
   8.8501555e-01   2.9028275e+00
   5.3497673e+00   9.5196058e+00
   9.6706682e+00   7.0586403e+00
   2.5366278e+00   1.3694441e+00
   2.4560021e+00   7.1231976e+00
   3.4657626e+00   9.4666187e+00
   8.3690788e+00   3.0468823e-03
   1.2974577e+00   2.4662077e+00
   7.3883757e+00   3.0065962e+00
   8.1086170e+00   4.0000623e+00
   2.4940496e+00   6.0459415e-03
   5.0854696e+00   3.2965021e+00
   4.9450710e-01   9.1313933e+00
   5.1830232e+00   8.9164330e+00
   8.9523459e+00   2.6491057e+00
   1.8130315e+00   7.2146755e+00
   9.5695625e+00   6.8146830e+00
   8.0964421e+00   1.4789765e+00
   1.6104306e+00   7.5585040e-01
   5.7831050e+00   9.0478240e-01
   2.6106023e+00   5.5304349e+00
   6.6108292e+00   3.7423933e+00
   3.5245123e-02   1.6054445e-01
   2.5644876e+00   5.6103855e+00
   8.3966982e+00   6.8366546e+00
   7.8402417e-01   6.1430693e+00
   7.3385783e-01   9.9350011e+00
   8.8901982e+00   6.1547497e+00
   8.3495476e+00   3.5832259e+00
   8.9753613e+00   8.0022269e-01
   9.9648736e+00   5.8882773e+00
   7.8372334e+00   2.0269894e+00
   1.7375147e+00   8.0862440e+00
   5.6704156e-01   5.1870368e+00
   7.2759278e+00   8.9469852e+00
   9.3355909e+00   8.0806317e+00
   9.7055283e+00   9.0194536e+00
   1.1792156e+00   3.8408898e+00
   4.2961560e+00   5.4647777e+00
   4.7210190e+00   1.8094517e+00
   9.8663817e+00   1.0683629e-01
   4.3168306e+00   2.8399657e+00
   3.1275215e+00   3.5030299e+00
   9.5237757e+00   9.5794930e+00
   2.2045868e-01   5.5278662e+00
   4.3127375e+00   2.2657037e+00
   9.6675434e+00   2.4512726e+00
   7.1053525e+00   4.7769086e+00
   1.6171985e+00   1.4322904e+00
   7.9707306e+00   1.9058963e+00
   6.9813945e-03   3.0129042e+00
   7.0975381e+00   8.6973275e+00
   4.1696388e-01   1.5829199e+00
   4.7557762e+00   3.3318908e+00
   1.0328093e+00   1.6262122e+00
   2.5127678e+00   7.9607700e+00
   5.6013200e+00   8.9707909e+00
   4.8070661e+00   5.4229248e+00
   6.1866439e+00   6.1530801e+00
   7.9553716e+00   6.0768869e+00
   1.8574458e+00   5.5250285e+00
   5.0936187e+00   5.6018983e-01
   8.9421274e+00   8.0915703e+00
   1.0414138e+00   6.3418427e+00
   5.7777295e-01   9.4017590e+00
   7.4318582e+00   1.7645442e-01
   8.7496883e+00   2.2746162e+00
   8.6186697e+00   7.8505250e+00
   7.5045671e-01   2.7771458e-01
   7.5217752e+00   7.4386433e+00
   4.0397801e+00   8.5153561e+00
   1.1470202e+00   5.9717492e+00
   2.6996503e+00   7.6266123e+00
   6.4440150e-01   4.1345277e+00
   3.9493321e+00   7.2139858e-01
   6.8370439e+00   8.0208634e+00
   7.0347196e+00   9.9007320e+00
   8.7423930e-01   7.4537427e+00
   9.0507417e+00   8.0871807e+00
   2.0399231e+00   7.6919385e+00
   4.1755553e+00   3.1095293e+00
   7.6974228e+00   8.4602805e+00
   6.2697293e+00   9.4630987e+00
   7.4020760e+00   4.5537574e+00
   7.5423705e+00   9.7405184e+00
   2.9835902e-01   1.7390126e+00
   5.3637295e+00   2.9218784e+00
   2.8759394e-01   2.6290209e+00
   2.0938864e+00   1.8166302e+00
   2.2188714e+00   4.4300158e+00
   9.1843201e-01   2.6807583e+00
   1.8744565e+00   9.5958756e+00
   9.3267410e+00   9.8973134e+00
   5.6840921e+00   3.7774520e+00
   7.1086825e+00   1.1773937e+00
   5.3549037e+00   9.2394369e+00
   1.7975233e+00   8.1771509e+00
   2.5744181e-01   2.3711811e+00
   5.7587248e+00   6.2944105e+00
   5.8466357e+00   5.6216393e-01
   8.6450748e+00   4.9260082e+00
   5.8421781e+00   8.5365927e+00
   3.5413503e+00   5.5947819e+00
   9.2046982e+00   1.4791976e+00
   8.5470595e+00   5.0062482e+00
   9.6215138e+00   4.2334050e+00
   4.5747255e+00   9.0283862e+00
   2.2996958e+00   6.4960208e+00
   7.0311214e+00   5.2947890e+00
   6.2609285e+00   4.0940950e+00
   8.0968889e+00   4.5432363e+00
   3.8207004e+00   4.0775817e+00
   1.4497123e+00   9.6759112e+00
   8.3355099e+00   3.5605444e+00
   3.0330964e+00   4.7958051e+00
   4.1204063e+00   2.7927849e+00
   2.7148642e+00   9.3617137e+00
   5.1327089e+00   9.9595619e+00
   9.8442544e+00   3.0962800e+00
   4.6609357e-01   2.4561254e+00
   9.5862263e+00   2.9890431e+00
   3.3140504e+00   7.7914766e+00
   1.0422047e+00   5.7597205e+00
   9.8048327e-01   2.9649710e+00
   2.2221036e+00   1.1208805e+00
   7.3974343e+00   4.8928943e+00
   9.2602617e+00   1.8727677e-01
   9.5995843e+00   7.6378964e+00
   5.1229313e+00   1.8278452e+00
   6.1112325e-01   7.3490436e+00
   9.8108594e-01   5.7502515e+00
   9.1345900e+00   8.5476500e+00
   7.6061113e+00   3.3905404e+00
   1.0675669e+00   8.9159476e-01
   3.8905581e+00   9.7125598e+00
   1.7366181e-01   4.2953392e+00
   1.2464897e+00   4.4774444e+00
   1.7202841e+00   1.2822744e+00
   7.4967045e+00   9.4100868e+00
   9.7286489e+00   8.9927376e+00
   9.9356930e+00   9.8357750e+00
   7.3673007e+00   4.7002612e+00
   7.7757970e+00   9.2616143e+00
   7.1934324e+00   1.7589149e+00
   9.7367220e+00   7.8667639e+00
   2.3958598e+00   4.9971183e+00
   1.3961289e+00   6.5678999e+00
   1.1535646e+00   3.2231467e+00
   6.2465592e+00   5.5471040e+00
   1.8940436e+00   6.1087641e+00
   5.1724301e+00   3.3598703e+00
   4.0395620e+00   8.7100462e+00
   6.0745591e+00   9.5351020e+00
   5.3582163e-01   7.0165516e+00
   4.7707749e+00   8.9221432e+00
   6.4575039e+00   3.7878626e+00
   6.3888470e+00   6.2350350e-01
   5.8440482e+00   8.6761775e+00
   7.0735721e+00   3.6037696e+00
   7.9709813e+00   2.6426160e+00
   8.4987896e+00   1.7751406e+00
   7.0907626e+00   1.9632920e+00
   6.6061336e-01   6.8222171e+00
   6.2106912e+00   3.9938839e+00
   2.3455998e+00   6.0629585e+00
